Time[s], Channel 0, Channel 1, Channel 2, Channel 3
0.35183804, 1, 0, 1, 0
0.35183816, 0, 0, 1, 0
0.35183818, 0, 1, 0, 0
0.35183828, 1, 1, 0, 0
0.35183840, 0, 1, 0, 0
0.35183842, 0, 0, 0, 0
0.35183852, 1, 0, 0, 0
0.35183864, 0, 0, 0, 0
0.35183878, 1, 0, 0, 0
0.35183890, 0, 0, 0, 0
0.35183902, 1, 0, 0, 0
0.35183914, 0, 0, 0, 0
0.35183926, 1, 0, 0, 0
0.35183938, 0, 0, 0, 0
0.35183942, 0, 0, 1, 0
0.35183952, 1, 0, 1, 0
0.35183964, 0, 0, 1, 0
0.35183976, 1, 0, 1, 0
0.35184038, 1, 0, 0, 0
0.35184320, 0, 0, 0, 0
0.35184324, 0, 0, 1, 0
0.35184334, 1, 0, 1, 0
0.35184346, 0, 0, 1, 0
0.35184348, 0, 0, 0, 0
0.35184358, 1, 0, 0, 0
0.35184370, 0, 0, 0, 0
0.35184372, 0, 1, 0, 0
0.35184382, 1, 1, 0, 0
